ID,State,Crop,Season,Soil_Type,Year,Area_Hectares,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Nitrogen_kg,Phosphorus_kg,Potassium_kg,Yield_Quintal_per_Hectare,Production_Quintals
713,Tamil Nadu,Rice,Rabi,Clay,2013,45.74,105.7,26.4,54.8,5.3,76.3,11.8,48.5,43.68,1997.92
714,MP,Barley,Rabi,Alluvial,2018,45.06,120.9,37.0,47.2,7.9,115.4,27.8,15.9,31.28,1409.48
715,Punjab,Barley,Kharif,Alluvial,2012,21.79,247.6,36.0,63.7,7.5,58.1,14.4,30.7,26.94,587.02
716,Tamil Nadu,Barley,Zaid,Alluvial,2012,35.65,284.8,24.8,77.3,6.1,58.2,13.7,15.4,32.03,1141.87
717,Tamil Nadu,Maize,Kharif,Sandy,2023,1.07,240.5,37.9,84.4,5.1,58.7,10.1,6.2,44.2,47.29
718,Punjab,Wheat,Rabi,Sandy,2021,10.09,233.5,39.6,71.2,7.6,42.4,40.9,15.0,36.74,370.71
719,Maharashtra,Soybean,Rabi,Clay,2020,46.4,62.9,17.1,39.3,4.6,138.2,52.7,10.0,28.43,1319.15
720,Haryana,Cotton,Kharif,Black,2017,31.47,261.2,37.8,43.5,4.9,115.5,27.8,26.9,23.75,747.41
721,Tamil Nadu,Soybean,Rabi,Clay,2015,42.81,208.4,26.3,40.5,5.7,128.4,41.3,33.4,31.47,1347.23
722,Punjab,Sugarcane,Zaid,Laterite,2012,11.21,180.4,21.4,37.9,6.9,84.3,33.5,39.2,79.04,886.04
723,Punjab,Sugarcane,Kharif,Alluvial,2015,35.55,84.6,17.1,75.0,5.0,52.8,16.0,9.1,71.27,2533.65
724,Tamil Nadu,Potato,Zaid,Laterite,2013,29.59,112.5,19.9,85.0,7.4,135.4,10.7,40.7,35.55,1051.92
725,Gujarat,Maize,Zaid,Black,2016,28.57,270.7,25.6,78.6,7.8,94.7,38.4,24.3,47.26,1350.22
726,Punjab,Wheat,Kharif,Laterite,2018,6.18,113.3,25.2,69.3,8.0,134.0,34.2,22.9,45.25,279.64
727,Karnataka,Sugarcane,Kharif,Laterite,2013,16.78,68.2,31.4,54.2,7.6,34.7,22.5,5.5,63.45,1064.69
728,Tamil Nadu,Soybean,Kharif,Sandy,2014,4.2,200.5,28.2,36.7,5.6,92.9,53.6,43.7,28.69,120.5
729,Karnataka,Barley,Rabi,Clay,2023,8.97,130.0,19.9,82.2,6.5,138.8,28.2,10.6,32.49,291.44
730,Punjab,Rice,Kharif,Red,2017,3.94,121.1,36.0,56.2,8.1,130.2,7.2,34.0,51.87,204.37
731,Maharashtra,Wheat,Zaid,Laterite,2014,49.21,129.3,23.6,35.2,7.6,79.3,7.6,18.4,34.43,1694.3
732,Haryana,Wheat,Zaid,Red,2010,4.86,106.0,35.6,39.0,8.5,123.4,44.8,15.2,39.14,190.22
733,Punjab,Sugarcane,Kharif,Sandy,2014,19.29,270.8,16.1,33.1,5.7,51.6,42.8,40.6,77.38,1492.66
734,Karnataka,Potato,Kharif,Alluvial,2023,12.41,87.0,29.6,85.3,8.1,96.4,41.8,28.5,27.87,345.87
735,Maharashtra,Potato,Rabi,Clay,2015,12.5,243.2,27.1,36.0,7.6,105.4,24.4,42.6,35.19,439.88
736,Punjab,Wheat,Rabi,Alluvial,2013,26.62,53.3,20.4,83.2,5.3,32.5,16.5,31.6,31.52,839.06
737,Gujarat,Sugarcane,Zaid,Red,2020,25.92,88.5,27.6,89.4,5.4,63.6,58.6,44.1,74.41,1928.71
738,Maharashtra,Cotton,Kharif,Laterite,2023,13.7,194.3,17.6,60.0,4.9,33.2,5.9,25.7,18.26,250.16
739,Gujarat,Potato,Zaid,Clay,2015,3.13,116.4,38.2,35.5,6.2,38.1,32.6,27.9,29.11,91.11
740,MP,Barley,Rabi,Clay,2014,12.82,97.4,19.4,47.9,6.9,82.2,11.0,7.2,30.23,387.55
741,Punjab,Wheat,Kharif,Black,2010,19.95,193.8,21.0,64.6,5.6,125.9,43.5,23.2,46.32,924.08
742,UP,Cotton,Kharif,Laterite,2022,31.29,100.9,30.9,75.9,5.7,20.4,15.2,45.9,20.55,643.01
743,UP,Cotton,Kharif,Clay,2015,1.53,220.4,19.2,51.6,6.3,135.5,41.6,24.3,32.73,50.08
744,Karnataka,Maize,Kharif,Clay,2017,41.85,195.8,27.2,46.1,4.9,118.3,36.2,49.6,47.66,1994.57
745,Haryana,Maize,Kharif,Black,2014,23.21,251.0,23.4,61.9,5.9,85.5,41.5,16.4,50.43,1170.48
746,Gujarat,Sugarcane,Zaid,Sandy,2011,18.18,117.5,28.0,71.6,5.1,69.2,17.1,49.7,71.38,1297.69
747,Tamil Nadu,Rice,Zaid,Black,2015,27.47,101.6,17.2,89.8,6.0,33.0,20.1,33.2,56.18,1543.26
748,Karnataka,Maize,Zaid,Red,2015,30.81,147.8,25.4,94.6,5.7,24.9,33.6,20.4,38.57,1188.34
749,Karnataka,Barley,Zaid,Laterite,2014,28.13,77.5,15.2,90.3,5.1,101.7,33.8,18.0,33.66,946.86
750,Gujarat,Wheat,Kharif,Red,2010,2.97,104.3,35.6,38.0,6.5,20.6,24.4,42.5,36.64,108.82
751,UP,Maize,Rabi,Red,2011,46.68,228.3,18.6,77.6,6.2,130.2,21.0,6.4,51.29,2394.22
752,Haryana,Barley,Rabi,Laterite,2014,38.5,280.0,29.9,41.3,6.2,125.1,49.2,11.3,40.02,1540.77
753,MP,Cotton,Rabi,Black,2014,5.25,126.2,22.4,90.3,6.3,42.0,48.0,42.5,15.25,80.06
754,Tamil Nadu,Sugarcane,Rabi,Laterite,2017,30.95,155.1,25.3,31.8,6.7,134.9,28.2,39.0,77.13,2387.17
755,Karnataka,Cotton,Zaid,Black,2012,23.41,205.2,37.5,87.1,4.7,121.4,11.9,35.2,22.12,517.83
756,Maharashtra,Rice,Kharif,Alluvial,2023,6.51,296.5,17.7,68.6,7.8,87.9,43.0,43.9,53.98,351.41
757,UP,Rice,Kharif,Clay,2018,49.46,235.1,27.4,44.5,7.2,122.3,21.5,19.0,57.36,2837.03
758,Punjab,Soybean,Kharif,Alluvial,2012,3.25,200.9,18.0,36.3,5.3,76.8,50.8,25.0,28.46,92.5
759,Gujarat,Wheat,Rabi,Red,2012,21.9,255.1,36.0,65.5,7.8,101.8,52.3,32.8,42.12,922.43
760,MP,Soybean,Zaid,Black,2017,40.09,170.1,22.2,36.5,6.9,64.1,20.1,22.4,23.5,942.12
761,UP,Potato,Rabi,Laterite,2010,22.5,120.9,18.0,55.3,6.8,24.1,40.8,34.6,35.91,807.97
762,Gujarat,Maize,Zaid,Laterite,2014,25.9,52.3,19.0,62.5,7.9,45.3,54.6,28.6,41.26,1068.63
763,Karnataka,Maize,Kharif,Clay,2020,20.0,229.8,23.5,76.5,7.6,53.4,46.9,18.6,51.21,1024.2
764,UP,Barley,Zaid,Laterite,2019,29.43,227.1,27.7,72.8,5.5,103.7,37.4,31.1,31.79,935.58
765,Punjab,Barley,Kharif,Alluvial,2023,38.7,233.2,20.8,73.2,6.5,101.5,22.8,15.4,39.31,1521.3
766,Tamil Nadu,Wheat,Zaid,Black,2022,19.03,293.3,38.1,34.0,5.5,24.5,46.2,24.9,36.61,696.69
767,Haryana,Rice,Rabi,Black,2021,11.66,162.4,18.3,71.4,6.7,43.5,32.0,35.5,50.63,590.35
768,Punjab,Soybean,Zaid,Alluvial,2020,43.29,290.0,17.4,32.2,5.1,20.6,47.6,30.6,25.04,1083.98
769,Gujarat,Sugarcane,Zaid,Black,2013,3.82,258.1,29.3,60.8,5.9,94.2,35.7,11.2,75.79,289.52
770,UP,Wheat,Kharif,Sandy,2022,14.85,179.3,17.5,62.4,4.7,84.9,6.2,42.0,43.98,653.1
771,Karnataka,Cotton,Zaid,Laterite,2011,15.96,268.1,18.9,48.7,6.6,49.0,33.5,32.5,20.87,333.09
772,Maharashtra,Wheat,Rabi,Sandy,2020,36.83,57.5,23.5,47.0,5.8,111.8,12.7,29.6,36.27,1335.82
773,Haryana,Rice,Rabi,Black,2022,30.11,287.0,37.6,75.7,7.6,24.2,59.0,47.7,49.9,1502.49
774,Punjab,Potato,Rabi,Black,2011,1.56,58.9,27.7,72.3,6.2,56.4,51.7,48.7,31.52,49.17
775,Tamil Nadu,Rice,Kharif,Alluvial,2020,27.7,220.9,15.5,61.3,6.0,65.3,11.9,36.6,54.53,1510.48
776,Karnataka,Sugarcane,Kharif,Red,2016,27.04,279.5,21.0,36.0,4.5,69.6,46.4,41.3,80.9,2187.54
777,MP,Rice,Zaid,Alluvial,2023,49.91,64.2,16.4,58.5,5.6,57.7,38.1,45.1,51.12,2551.4
778,Haryana,Wheat,Kharif,Clay,2014,15.48,284.6,20.1,75.8,7.8,127.7,52.2,25.0,50.98,789.17
779,MP,Sugarcane,Rabi,Sandy,2018,24.57,273.2,23.0,65.2,4.9,61.6,27.6,47.8,84.89,2085.75
780,MP,Soybean,Zaid,Red,2011,6.15,143.1,35.4,39.2,8.4,103.8,40.7,25.4,27.35,168.2
781,Maharashtra,Potato,Rabi,Alluvial,2019,19.54,146.0,35.7,35.5,5.6,93.2,32.2,43.8,35.71,697.77
782,Punjab,Maize,Rabi,Clay,2020,45.42,126.3,28.5,52.6,4.6,93.0,54.1,46.5,46.2,2098.4
783,Tamil Nadu,Soybean,Rabi,Alluvial,2023,34.06,156.9,33.2,77.8,4.7,33.1,26.3,37.5,26.58,905.31
784,Maharashtra,Potato,Zaid,Laterite,2012,14.08,290.1,26.7,94.5,5.5,128.9,20.4,35.7,36.83,518.57
785,Karnataka,Soybean,Rabi,Sandy,2019,6.65,148.7,30.4,53.5,7.1,113.9,49.6,32.4,24.18,160.8
786,Gujarat,Cotton,Rabi,Black,2010,46.97,160.0,26.7,92.8,6.4,121.3,17.0,7.6,21.24,997.64
787,Karnataka,Cotton,Zaid,Sandy,2011,43.63,160.1,21.5,81.1,5.5,79.4,17.5,12.9,19.96,870.85
788,Gujarat,Rice,Zaid,Black,2019,42.32,129.3,28.8,44.8,8.3,139.0,58.6,5.7,50.32,2129.54
789,Punjab,Sugarcane,Zaid,Sandy,2019,41.54,108.7,17.7,63.0,5.0,29.3,16.2,30.7,72.36,3005.83
790,Punjab,Barley,Kharif,Red,2015,2.04,201.7,24.0,93.4,8.1,65.0,56.8,18.2,31.69,64.65
791,UP,Sugarcane,Rabi,Alluvial,2019,17.53,56.4,30.2,82.5,6.5,113.7,33.0,31.2,75.14,1317.2
792,UP,Rice,Zaid,Clay,2016,31.7,240.7,31.2,92.1,8.3,139.1,36.1,49.9,61.68,1955.26
793,Haryana,Barley,Zaid,Sandy,2023,28.97,269.6,35.0,69.5,7.1,82.4,22.4,13.8,34.12,988.46
794,Karnataka,Sugarcane,Rabi,Black,2021,4.28,293.1,32.3,58.9,8.3,69.2,9.4,30.2,75.74,324.17
795,MP,Sugarcane,Rabi,Clay,2017,33.87,246.6,20.7,83.8,8.4,131.1,18.5,45.9,80.2,2716.37
796,Haryana,Cotton,Rabi,Red,2011,22.98,152.1,27.6,39.6,6.5,125.8,15.9,13.1,17.63,405.14
797,Maharashtra,Maize,Rabi,Alluvial,2022,49.5,188.6,38.3,78.3,5.0,24.1,28.7,36.1,45.71,2262.64
798,UP,Barley,Rabi,Laterite,2016,5.83,224.2,21.0,49.1,5.8,119.0,23.5,32.4,39.56,230.63
799,Karnataka,Rice,Zaid,Alluvial,2017,36.32,277.7,30.8,78.1,6.2,110.9,43.5,38.0,50.94,1850.14
800,Karnataka,Wheat,Kharif,Black,2020,15.22,212.4,24.5,58.5,6.5,90.6,57.0,9.4,40.41,615.04
801,Tamil Nadu,Sugarcane,Zaid,Alluvial,2014,10.93,130.7,23.0,41.6,5.1,117.7,45.4,49.5,73.79,806.52
802,Maharashtra,Sugarcane,Rabi,Alluvial,2012,37.8,79.6,21.8,58.5,8.0,54.6,55.5,49.5,73.41,2774.9
803,UP,Soybean,Rabi,Clay,2011,40.05,101.7,36.0,79.1,4.6,128.3,57.8,29.3,31.13,1246.76
804,Maharashtra,Rice,Kharif,Red,2019,6.44,156.6,26.1,38.2,6.3,130.2,44.4,46.4,53.55,344.86
805,Haryana,Barley,Rabi,Laterite,2023,4.18,84.2,22.0,73.5,8.4,116.4,45.9,15.0,32.89,137.48
806,Haryana,Potato,Zaid,Clay,2021,28.13,222.0,37.3,32.5,4.9,104.6,33.7,13.6,37.92,1066.69
807,Punjab,Rice,Zaid,Clay,2013,36.81,84.2,24.4,91.3,7.2,51.8,13.3,41.6,47.19,1737.06
808,MP,Wheat,Zaid,Sandy,2010,31.74,158.6,27.3,69.7,7.3,24.7,42.8,32.6,40.12,1273.41
809,Gujarat,Soybean,Rabi,Clay,2018,19.91,214.2,19.5,49.5,5.4,55.1,31.7,40.9,25.2,501.73
810,Maharashtra,Wheat,Kharif,Black,2016,35.0,292.3,23.1,73.1,5.0,75.8,22.5,10.1,47.26,1654.1
811,Tamil Nadu,Maize,Rabi,Laterite,2020,13.45,108.7,22.3,63.0,8.1,113.9,8.3,39.7,44.87,603.5
812,Maharashtra,Potato,Rabi,Laterite,2010,8.74,117.1,33.2,52.1,7.8,57.0,27.5,30.8,34.23,299.17
813,Karnataka,Soybean,Kharif,Clay,2012,38.46,201.2,15.5,76.9,7.7,30.8,43.8,46.1,23.41,900.35
814,MP,Soybean,Zaid,Red,2012,27.87,259.5,24.9,76.7,5.7,39.4,25.6,23.6,25.42,708.46
815,Punjab,Soybean,Kharif,Alluvial,2022,38.73,285.1,17.6,55.9,6.4,38.8,21.6,15.4,28.39,1099.54
816,Tamil Nadu,Wheat,Zaid,Laterite,2012,1.5,254.6,36.9,86.0,4.8,80.5,43.7,38.0,44.77,67.16
817,Tamil Nadu,Maize,Zaid,Alluvial,2013,5.43,257.9,36.5,81.0,6.2,109.2,21.6,25.7,51.84,281.49
818,Haryana,Barley,Rabi,Red,2013,25.1,291.7,29.0,61.4,8.1,84.0,18.5,5.8,32.6,818.26
819,Haryana,Barley,Zaid,Red,2017,16.96,106.0,39.4,55.8,5.4,64.4,36.0,33.9,28.69,486.58
820,MP,Wheat,Kharif,Sandy,2023,38.15,285.5,29.8,35.5,6.1,120.6,33.8,42.8,37.9,1445.88
821,Tamil Nadu,Rice,Rabi,Laterite,2014,10.86,235.1,35.9,32.4,7.3,91.8,52.9,17.1,48.13,522.69
822,MP,Potato,Zaid,Red,2015,4.34,165.3,27.1,66.1,7.5,108.0,55.7,24.2,36.39,157.93
823,Haryana,Maize,Kharif,Alluvial,2012,7.42,99.3,36.7,37.4,8.0,79.4,39.4,28.6,43.61,323.59
824,Tamil Nadu,Rice,Kharif,Red,2014,14.86,230.0,37.0,47.6,5.8,126.7,36.0,12.5,50.2,745.97
825,Karnataka,Soybean,Zaid,Sandy,2018,8.63,201.1,26.8,43.7,5.8,109.6,59.8,46.8,28.32,244.4
826,UP,Sugarcane,Kharif,Laterite,2017,3.52,66.8,39.4,50.3,5.3,103.3,34.6,19.9,67.71,238.34
827,Haryana,Potato,Kharif,Sandy,2015,21.6,209.1,37.1,52.4,4.6,43.1,20.6,46.0,32.52,702.43
828,MP,Barley,Zaid,Red,2011,32.42,198.2,17.6,44.1,5.2,87.6,12.0,28.5,30.07,974.87
829,Maharashtra,Barley,Zaid,Red,2022,46.51,234.3,30.4,89.1,5.3,20.3,17.8,14.7,27.62,1284.61
830,Haryana,Potato,Rabi,Alluvial,2010,19.97,84.2,35.2,57.7,6.4,56.3,46.8,15.8,29.37,586.52
831,Karnataka,Barley,Rabi,Clay,2014,14.25,259.7,22.9,35.1,6.9,45.7,14.1,33.5,33.6,478.8
832,Maharashtra,Potato,Zaid,Laterite,2020,17.63,80.1,37.5,72.4,5.2,123.9,52.0,39.7,36.72,647.37
833,MP,Barley,Zaid,Black,2016,16.76,143.6,38.3,94.7,5.3,63.3,15.7,31.4,32.76,549.06
834,Punjab,Rice,Rabi,Sandy,2020,41.25,118.7,27.0,32.9,7.3,50.4,39.4,48.7,44.26,1825.72
835,Gujarat,Potato,Zaid,Sandy,2017,35.81,93.4,33.7,72.1,6.7,32.5,25.3,32.6,29.32,1049.95
836,Haryana,Maize,Rabi,Alluvial,2010,37.0,160.8,32.8,50.4,7.9,53.3,51.9,34.5,41.68,1542.16
837,UP,Sugarcane,Rabi,Clay,2019,10.05,230.5,24.2,30.9,7.2,70.0,41.7,7.8,77.02,774.05
838,Gujarat,Cotton,Kharif,Alluvial,2010,14.05,118.9,20.0,62.9,5.2,109.6,51.1,5.1,20.55,288.73
839,Gujarat,Sugarcane,Rabi,Alluvial,2019,16.22,259.0,17.2,90.5,4.9,130.2,15.0,8.9,82.15,1332.47
840,Karnataka,Maize,Kharif,Alluvial,2017,37.91,70.3,33.1,46.0,7.8,97.1,54.6,13.6,42.04,1593.74
841,Tamil Nadu,Maize,Kharif,Red,2021,48.97,121.8,22.0,66.7,6.2,120.2,20.0,14.0,46.59,2281.51
842,Karnataka,Wheat,Rabi,Laterite,2015,8.21,243.1,28.1,83.9,7.2,40.5,57.2,31.3,45.24,371.42
843,Karnataka,Soybean,Rabi,Clay,2020,4.99,252.7,34.9,43.5,7.3,80.5,50.6,40.7,27.47,137.08
844,Haryana,Potato,Kharif,Red,2018,2.18,214.6,19.7,39.1,6.8,64.7,25.8,31.5,34.93,76.15
845,Punjab,Wheat,Rabi,Clay,2012,9.71,155.4,23.4,72.1,4.9,129.6,21.8,26.0,48.79,473.75
846,Tamil Nadu,Potato,Zaid,Sandy,2021,48.55,149.8,35.9,46.4,6.0,60.5,42.3,18.5,32.95,1599.72
847,Tamil Nadu,Soybean,Kharif,Sandy,2016,48.28,243.5,38.8,56.0,4.6,81.5,55.7,44.9,28.48,1375.01
848,Karnataka,Maize,Zaid,Black,2022,0.54,290.0,39.3,50.1,7.6,116.2,30.2,12.4,47.4,25.6
849,Maharashtra,Maize,Kharif,Black,2014,19.03,70.1,20.9,43.2,4.9,49.4,42.7,43.1,39.97,760.63
850,Tamil Nadu,Potato,Zaid,Sandy,2021,16.26,103.1,26.8,54.5,6.4,49.1,55.4,22.4,33.08,537.88
851,Maharashtra,Maize,Rabi,Laterite,2023,1.83,218.7,36.8,68.8,6.6,61.6,41.8,48.7,46.6,85.28
852,Karnataka,Soybean,Rabi,Red,2018,10.96,255.8,30.3,78.9,8.2,97.5,12.6,13.5,26.78,293.51
853,Tamil Nadu,Barley,Rabi,Alluvial,2020,9.39,95.0,18.8,50.2,7.2,77.7,19.4,48.0,26.92,252.78
854,Karnataka,Wheat,Kharif,Laterite,2020,34.47,233.2,31.4,56.3,7.7,39.3,12.1,27.8,41.19,1419.82
855,Tamil Nadu,Rice,Zaid,Laterite,2016,18.95,242.8,22.6,46.8,7.0,92.4,49.1,25.3,51.93,984.07
856,Tamil Nadu,Sugarcane,Kharif,Alluvial,2018,25.99,239.9,36.8,35.2,4.5,133.8,43.9,16.6,78.63,2043.59
857,Gujarat,Potato,Kharif,Laterite,2014,33.91,60.0,36.7,59.9,4.7,91.9,25.3,24.2,30.87,1046.8
858,Karnataka,Cotton,Rabi,Black,2016,12.81,54.4,23.1,71.3,6.9,62.9,7.0,38.2,16.21,207.65
859,UP,Wheat,Kharif,Sandy,2021,45.23,86.2,27.3,88.0,5.9,75.0,38.9,46.3,44.09,1994.19
860,Karnataka,Potato,Kharif,Alluvial,2015,17.22,59.6,30.2,77.0,7.7,32.1,33.2,37.6,27.65,476.13
861,Punjab,Cotton,Rabi,Laterite,2012,9.99,287.6,21.4,72.4,8.0,120.4,28.8,10.2,27.01,269.83
862,Karnataka,Soybean,Kharif,Clay,2019,30.43,168.2,34.0,58.4,7.5,113.4,20.2,35.2,28.24,859.34
863,Maharashtra,Maize,Rabi,Clay,2010,16.25,151.8,15.5,56.9,5.0,52.0,37.9,48.9,46.71,759.04
864,Maharashtra,Sugarcane,Kharif,Black,2021,1.12,228.0,35.7,68.2,7.0,59.5,26.4,46.8,75.63,84.71
865,Gujarat,Sugarcane,Rabi,Red,2012,42.69,165.5,33.6,43.7,7.3,100.8,19.1,6.5,78.31,3343.05
866,Karnataka,Sugarcane,Kharif,Alluvial,2014,21.86,123.0,22.9,73.8,4.6,95.0,14.2,20.8,74.62,1631.19
867,Gujarat,Rice,Zaid,Red,2013,5.98,143.8,28.4,54.6,8.3,34.8,26.8,14.5,45.39,271.43
868,Karnataka,Barley,Rabi,Sandy,2022,31.84,104.4,37.5,48.1,7.6,95.6,41.5,35.9,33.46,1065.37
869,Tamil Nadu,Sugarcane,Zaid,Sandy,2013,14.78,264.8,27.4,60.2,7.8,73.9,55.8,13.0,75.95,1122.54
870,Haryana,Potato,Kharif,Clay,2016,25.42,195.0,25.5,57.2,5.3,23.5,17.3,32.4,32.98,838.35
871,Tamil Nadu,Wheat,Zaid,Sandy,2010,44.23,131.3,21.2,67.0,6.4,30.9,25.4,38.4,36.26,1603.78
872,Karnataka,Soybean,Rabi,Black,2021,10.75,268.7,19.4,90.9,8.2,58.7,21.1,45.3,26.64,286.38
873,Gujarat,Potato,Kharif,Laterite,2013,8.38,249.2,39.3,62.5,4.9,92.5,23.2,46.4,28.94,242.52
874,Tamil Nadu,Rice,Kharif,Clay,2023,35.93,179.9,26.8,55.0,7.6,134.9,53.6,29.2,56.18,2018.55
875,Punjab,Rice,Rabi,Laterite,2014,22.28,252.9,35.7,77.1,4.7,67.9,56.0,33.3,52.36,1166.58
876,UP,Cotton,Kharif,Sandy,2015,4.17,153.2,23.5,89.3,7.7,45.2,10.3,33.9,17.86,74.48
877,Karnataka,Potato,Rabi,Black,2014,26.33,222.3,23.3,59.3,5.5,53.0,7.0,11.3,41.68,1097.43
878,Maharashtra,Sugarcane,Rabi,Clay,2021,7.75,89.6,30.8,60.9,6.3,55.4,45.9,36.3,72.92,565.13
879,MP,Cotton,Rabi,Laterite,2010,26.08,262.7,29.6,39.6,4.5,63.7,33.0,44.2,15.74,410.5
880,Karnataka,Sugarcane,Kharif,Clay,2018,1.2,143.6,36.6,61.5,5.2,83.0,14.6,45.4,73.94,88.73
881,Maharashtra,Wheat,Kharif,Red,2013,45.68,106.1,22.0,80.6,7.7,98.0,24.6,25.7,45.62,2083.92
882,Karnataka,Soybean,Kharif,Clay,2020,27.12,58.2,30.7,91.9,6.5,52.6,57.9,43.1,18.78,509.31
883,MP,Wheat,Rabi,Alluvial,2013,2.49,114.0,33.5,74.8,7.1,49.4,42.9,25.5,33.84,84.26
884,Haryana,Wheat,Kharif,Clay,2012,39.18,180.6,16.5,44.8,6.8,89.8,30.5,29.2,40.9,1602.46
885,MP,Sugarcane,Kharif,Clay,2017,29.29,79.1,17.1,42.8,6.7,45.8,31.8,30.6,73.9,2164.53
886,Gujarat,Potato,Kharif,Clay,2010,32.44,112.9,25.2,47.6,7.0,59.4,31.6,17.8,31.76,1030.29
887,Karnataka,Cotton,Kharif,Sandy,2014,44.72,219.5,27.6,70.7,4.9,110.8,15.0,5.3,19.37,866.23
888,Maharashtra,Maize,Rabi,Alluvial,2011,11.05,281.3,26.1,71.5,6.7,41.9,47.8,39.3,48.05,530.95
889,Gujarat,Cotton,Zaid,Red,2011,9.0,221.2,38.2,43.7,7.2,58.9,15.6,22.8,20.46,184.14
890,Tamil Nadu,Sugarcane,Rabi,Sandy,2022,36.47,231.6,20.7,47.1,8.2,120.1,25.4,18.8,83.9,3059.83
891,Tamil Nadu,Sugarcane,Rabi,Laterite,2019,48.76,148.4,25.4,79.5,6.1,136.2,24.4,41.2,78.69,3836.92
892,Maharashtra,Soybean,Zaid,Black,2014,31.07,258.1,15.6,57.8,6.0,87.0,45.6,40.9,31.02,963.79
893,Haryana,Potato,Kharif,Red,2013,19.81,90.1,33.1,91.2,6.9,134.2,57.1,40.2,40.98,811.81
894,Tamil Nadu,Soybean,Zaid,Red,2010,37.62,75.4,31.0,47.9,6.0,130.8,11.1,11.0,22.24,836.67
895,UP,Sugarcane,Rabi,Clay,2023,13.41,87.6,22.5,43.0,4.9,49.4,36.5,39.3,70.2,941.38
896,Karnataka,Rice,Kharif,Black,2023,10.35,140.3,34.3,78.6,5.4,58.6,17.5,21.3,46.62,482.52
897,Punjab,Cotton,Zaid,Red,2012,25.86,79.8,25.3,55.8,6.4,25.8,34.1,46.1,19.19,496.25
898,Gujarat,Rice,Rabi,Sandy,2014,40.03,193.7,30.9,77.7,6.8,136.9,47.9,28.9,54.67,2188.44
899,MP,Wheat,Rabi,Sandy,2022,16.86,68.3,32.1,83.2,6.4,126.7,59.7,11.8,41.59,701.21
900,Tamil Nadu,Potato,Zaid,Sandy,2010,42.85,150.4,22.3,70.5,6.1,21.0,22.7,11.8,36.3,1555.45
901,MP,Sugarcane,Rabi,Sandy,2022,15.77,255.4,38.1,88.1,7.4,89.2,15.4,11.7,79.24,1249.61
902,Karnataka,Rice,Zaid,Black,2011,46.85,131.9,22.9,45.0,5.3,56.4,28.3,17.2,50.78,2379.04
903,UP,Soybean,Kharif,Red,2017,22.21,80.8,38.7,31.7,8.0,122.5,16.5,7.2,23.02,511.27
904,Haryana,Wheat,Kharif,Alluvial,2012,49.27,239.2,18.0,61.8,6.9,110.0,22.4,13.6,50.44,2485.18
905,Haryana,Sugarcane,Rabi,Laterite,2017,3.73,54.0,24.5,57.3,8.3,32.0,24.8,18.9,74.0,276.02
906,Tamil Nadu,Soybean,Kharif,Clay,2017,0.96,54.0,39.1,77.4,8.1,25.4,51.6,13.0,16.27,15.62
907,Gujarat,Maize,Zaid,Black,2022,21.25,59.7,29.9,43.6,7.5,55.2,39.0,42.0,42.41,901.21
908,UP,Maize,Zaid,Clay,2015,13.63,269.8,17.7,40.6,6.5,56.7,39.4,45.9,52.83,720.07
909,Karnataka,Sugarcane,Kharif,Alluvial,2010,26.5,272.2,15.9,86.7,8.2,25.6,25.7,31.9,78.99,2093.23
910,Haryana,Soybean,Rabi,Alluvial,2011,0.54,292.2,26.6,57.0,8.1,72.8,52.1,41.4,30.35,16.39
911,UP,Potato,Rabi,Laterite,2015,10.22,214.1,24.1,69.9,7.4,77.3,46.2,43.3,38.72,395.72
912,Haryana,Maize,Zaid,Black,2021,16.77,73.7,25.1,87.6,4.9,47.1,15.2,34.7,43.3,726.14
913,Maharashtra,Potato,Zaid,Clay,2022,40.09,274.9,23.2,54.4,5.1,108.4,51.8,38.7,38.14,1529.03
914,Punjab,Maize,Kharif,Alluvial,2023,40.94,248.7,19.0,51.0,6.8,78.1,23.9,33.3,45.34,1856.22
915,Gujarat,Barley,Kharif,Laterite,2019,9.72,115.7,26.0,78.4,7.1,81.7,23.6,49.9,26.64,258.94
916,Karnataka,Potato,Kharif,Clay,2022,23.14,179.8,16.6,53.8,7.1,135.8,11.9,15.2,45.02,1041.76
917,Maharashtra,Wheat,Zaid,Alluvial,2012,20.18,268.3,22.7,58.4,8.4,30.0,52.7,27.7,52.73,1064.09
918,MP,Soybean,Zaid,Black,2022,40.11,54.2,33.3,53.0,6.9,38.2,52.3,28.6,15.46,620.1
919,UP,Sugarcane,Kharif,Sandy,2015,27.27,89.7,32.0,71.3,7.9,47.2,56.2,37.2,74.83,2040.61
920,Tamil Nadu,Soybean,Kharif,Red,2014,4.21,147.4,28.0,57.4,6.4,58.6,44.7,18.5,23.03,96.96
921,Haryana,Cotton,Zaid,Black,2010,19.87,238.8,18.5,61.3,5.1,136.7,58.7,49.0,30.25,601.07
922,Haryana,Soybean,Rabi,Black,2013,22.45,290.8,21.9,88.0,5.0,108.8,56.9,11.8,35.42,795.18
923,Haryana,Cotton,Kharif,Red,2018,37.27,127.8,17.6,70.9,6.4,99.3,21.4,10.6,20.75,773.35
924,Tamil Nadu,Sugarcane,Kharif,Red,2023,38.04,272.8,17.8,60.3,6.8,125.1,43.0,40.8,83.82,3188.51
